Title,Price,Bedrooms,Bathrooms,Area,Location,Property_Type,URL,Page
"2 Bedrooms Apartment For Sale in Bosher, Muscat","OMR58,500",2,2,111 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-129722245.html,42
"1 Bedroom Apartment For Sale in Bosher, Muscat","OMR47,500",1,2,89 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-129722291.html,42
"1 Bedroom Apartment For Sale in Muscat Hills, Muscat","OMR63,800",1,1,100 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-129722181.html,42
"2 Bedroom Apartment For Sale in Muscat Hills, Muscat","OMR73,000",2,2,105 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-129722179.html,42
"6 Bedroom Villa For Sale in The Wave (Almouj), Muscat","OMR1,600,000",6,10,900 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-129879810.html,42
"1 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","OMR144,900",1,2,187 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-129999718.html,42
"4 Bedroom Villa For Sale in The Wave (Almouj), Muscat","OMR567,000",4,5,314 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-129899766.html,42
1 Bedroom Apartment For Sale Muscat - The Wave (Almouj),"OMR155,000",1,2,80 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-129899753.html,42
"3 Bedroom Apartment For Sale Yiti, Muscat","OMR257,655",3,3,169 Sq. M.,"Yiti, Muscat",Apartment,https://www.bayut.om/en/property/details-129772398.html,42
"Residential Land For Sale in Ghala, Muscat",OMR950,N/A,N/A,"20,544 Sq. M.","Azaiba, Muscat",Other,https://www.bayut.om/en/property/details-129994798.html,42
"Residential Land For Sale in Sumail, Al Dakhiliya","OMR5,900",N/A,N/A,600 Sq. M.,"Sumail, Al Dakhiliya",Other,https://www.bayut.om/en/property/details-129994775.html,42
"1 Bedroom Apartment For Sale Muscat, The Wave (Almouj)","OMR101,000",1,1,97 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-129757899.html,42
"5 Bedrooms Villa For Sale The Wave (Almouj), Muscat","OMR435,000",5,7,457 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-129672278.html,42
"3 Bedrooms Chalet For Sale in Bidiya, Al Sharqiya","OMR36,000",3,4,650 Sq. M.,"Bidiya, Al Sharqiya",Other,https://www.bayut.om/en/property/details-129682306.html,42
"Residential Land For Sale in Mirbat, Dhofar","OMR7,000",N/A,N/A,600 Sq. M.,"Mirbat, Dhofar",Other,https://www.bayut.om/en/property/details-129974306.html,42
"Residential Land For Sale in Sumail, Al Dakhiliya","OMR4,000",N/A,N/A,696 Sq. M.,"Sumail, Al Dakhiliya",Other,https://www.bayut.om/en/property/details-129972735.html,42
"Residential Land For Sale in Barka, Al Batinah","OMR75,100",N/A,N/A,"1,000 Sq. M.","Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-129962305.html,43
"Residential Land For Sale in Ansab, Muscat","OMR40,000",N/A,N/A,300 Sq. M.,"Ansab, Muscat",Other,https://www.bayut.om/en/property/details-129963204.html,43
Residential Land For Sale Al Rusayl Muscat,"OMR75,000",N/A,N/A,"1,100 Sq. M.","Al Rusayl, Muscat",Other,https://www.bayut.om/en/property/details-129960480.html,43
"1 Bedroom Apartment For Sale in Bosher, Muscat","OMR28,500",1,2,50 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-129841240.html,43
"2 Bedrooms Apartment For Sale in The Wave (Almouj), Muscat","OMR190,000",2,4,156 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-129772593.html,43
"1 Bedroom Chalet For Sale Barka, Al Batinah","OMR10,000",1,N/A,611 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-129900649.html,43
"5 Bedroom Villa For Sale in Yiti, Muscat","OMR650,000",5,5,382 Sq. M.,"Yiti, Muscat",Villa,https://www.bayut.om/en/property/details-129996047.html,43
"2 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","OMR200,000",2,3,145 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-129675958.html,43
"3 Bedrooms Chalet For Sale in Al Sifah, Muscat","OMR195,000",3,4,820 Sq. M.,"Al Sifah, Muscat",Other,https://www.bayut.om/en/property/details-129727553.html,43
"2 Bedrooms Apartment For Sale in Qurum, Muscat","OMR64,977",2,2,89 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-129889966.html,43
"3 Bedrooms Apartment For Sale Al Bustan, Muscat","OMR34,000",3,3,100 Sq. M.,"Al Bustan, Muscat",Apartment,https://www.bayut.om/en/property/details-129838156.html,43
"5 Bedroom Villa For Sale in Barka, Al Batinah","OMR350,000",5,5,"6,750 Sq. M.","Barka, Al Batinah",Villa,https://www.bayut.om/en/property/details-129667648.html,43
"1 Bedroom Apartment For Sale Al Duqum, Al Wusta","OMR25,000",1,1,59 Sq. M.,"Al Duqum, Al Wusta",Apartment,https://www.bayut.om/en/property/details-129655548.html,43
"Residential Land For Sale in Mahut, Al Wusta","OMR2,000",N/A,N/A,600 Sq. M.,"Mahut, Al Wusta",Other,https://www.bayut.om/en/property/details-129935701.html,43
Land For Sale Al Khoud Muscat,"OMR91,000",N/A,N/A,600 Sq. M.,"Al Khoud, Muscat",Other,https://www.bayut.om/en/property/details-129902285.html,43
"2 Bedroom Villa For Sale in Al Sifah, Muscat","OMR265,000",2,3,300 Sq. M.,"Al Sifah, Muscat",Villa,https://www.bayut.om/en/property/details-129723077.html,43
"2 Bedrooms Apartment For Sale Al Khoud, Muscat","OMR38,900",2,2,76 Sq. M.,"Al Khoud, Muscat",Apartment,https://www.bayut.om/en/property/details-129827138.html,43
"2 Bedrooms Apartment For Sale Bosher, Muscat","OMR54,000",2,2,109 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-129642102.html,43
"2 Bedroom Apartment For Sale in Al Khoud, Muscat","OMR96,476",2,2,112 Sq. M.,"Al Khoud, Muscat",Apartment,https://www.bayut.om/en/property/details-129696631.html,43
"2 Bedroom Apartment For Sale in Muscat Hills, Muscat","OMR84,000",2,3,138 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-129683072.html,43
"1 Bedroom Apartment For Sale Muscat Hills, Muscat","OMR65,000",1,2,70 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-129681780.html,43
3 Bedrooms Villa For Sale The Wave (Almouj) Muscat,"OMR300,000",3,4,259 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-129653849.html,43
"Residential Land For Sale in Al Amarat, Muscat","OMR3,500",N/A,N/A,600 Sq. M.,"Al Amarat, Muscat",Other,https://www.bayut.om/en/property/details-129966079.html,43
"Residential Land For Sale in Bosher, Muscat","OMR380,000",N/A,N/A,"1,429 Sq. M.","Bosher, Muscat",Other,https://www.bayut.om/en/property/details-129951994.html,43
"Residential Land For Sale in Al Mawaleh, Muscat","OMR90,000",N/A,N/A,600 Sq. M.,"Al Mawaleh, Muscat",Other,https://www.bayut.om/en/property/details-129921375.html,44
"5 Bedroom Villa For Sale Al Sifah, Muscat","OMR183,492",5,6,183 Sq. M.,"Al Sifah, Muscat",Villa,https://www.bayut.om/en/property/details-129690387.html,44
"Residential Land For Sale in Al Amarat, Muscat","OMR10,000",N/A,N/A,707 Sq. M.,"Al Amarat, Muscat",Other,https://www.bayut.om/en/property/details-129935976.html,44
"2 Bedrooms Apartment For Sale in Al Maabilah, Muscat","OMR26,000",2,2,100 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-129849542.html,44
"2 Bedrooms Apartment For Sale in Al Maabilah, Muscat","OMR26,000",2,2,100 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-129849612.html,44
"1 Bedroom Apartment For Sale in Muscat Hills, Muscat","OMR67,200",1,2,71 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-129851176.html,44
8 Bedrooms Villa For Rent Muscat - Al Wadi Al Kabir,"OMR85,000",8,8,463 Sq. M.,"Al Wadi Al Kabir, Muscat",Villa,https://www.bayut.om/en/property/details-129657727.html,44
"6 Bedroom Villa For Sale Al Maabilah, Muscat","OMR69,000",6,5,287 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-129663349.html,44
"Residential Land For Sale in Sumail, Al Dakhiliya","OMR13,000",N/A,N/A,600 Sq. M.,"Sumail, Al Dakhiliya",Other,https://www.bayut.om/en/property/details-129973753.html,44
"2 Bedrooms Apartment For Sale in Al Khuwair, Muscat","OMR41,000",2,2,91 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-129653015.html,44
"3 Bedroom Apartment For Sale in Ghala, Muscat","OMR66,988",3,3,167 Sq. M.,"Ghala, Muscat",Apartment,https://www.bayut.om/en/property/details-129863521.html,44
"2 Bedrooms Apartment For Sale Ghala, Muscat","OMR50,284",2,2,125 Sq. M.,"Ghala, Muscat",Apartment,https://www.bayut.om/en/property/details-129863504.html,44
"3 Bedrooms Apartment For Sale Al Seeb, Muscat","OMR108,990",3,3,154 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-129861934.html,44
"Residential Land For Sale in Barka, Al Batinah","OMR20,000",N/A,N/A,615 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-129976509.html,44
"Studio Apartment For Sale Sohar, Al Batinah","OMR380,000",N/A,N/A,"2,500 Sq. M.","Sohar, Al Batinah",Apartment,https://www.bayut.om/en/property/details-129635936.html,44
"9 Bedroom Villa For Sale in Al Khoud, Muscat","OMR130,000",9,8,450 Sq. M.,"Al Khoud, Muscat",Villa,https://www.bayut.om/en/property/details-129766509.html,44
"2 Bedrooms Apartment For Sale Al Ghubrah, Muscat","OMR52,000",2,3,94 Sq. M.,"Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-129609665.html,44
"Residential Land For Sale in Al Maabilah, Muscat","OMR38,500",N/A,N/A,600 Sq. M.,"Al Maabilah, Muscat",Other,https://www.bayut.om/en/property/details-129931696.html,44
"1 Bedroom Apartment For Sale Al Khoud, Muscat","OMR72,223",1,1,102 Sq. M.,"Al Seeb, Muscat",Apartment,https://www.bayut.om/en/property/details-129696568.html,44
"9 Bedroom Villa For Sale in Al Maabilah, Muscat","OMR1,000",9,9,300 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-129597080.html,44
"1 Bedroom Apartment For Sale Yiti, Muscat","OMR85,000",1,2,72 Sq. M.,"Yiti, Muscat",Apartment,https://www.bayut.om/en/property/details-129656135.html,44
"3 Bedrooms Apartment For Sale Al Maabilah, Muscat","OMR34,000",3,3,134 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-129938611.html,44
"2 Bedrooms Apartment For Sale at The Wave (Almouj), Muscat","OMR137,000",2,2,126 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-129642346.html,44
"4 Bedroom Villa For Sale in Ansab, Muscat","OMR145,000",4,5,350 Sq. M.,"Ansab, Muscat",Villa,https://www.bayut.om/en/property/details-129621384.html,44
Land For Sale Bosher Muscat,OMR195,N/A,N/A,802 Sq. M.,"Bosher, Muscat",Other,https://www.bayut.om/en/property/details-129893793.html,45
"2 Bedroom Apartment For Sale Qurum, Muscat","OMR80,000",2,2,139 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-129848494.html,45
"1 Bedroom Apartment For Sale Al Maabilah, Muscat","OMR54,000",1,2,70 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-129735459.html,45
"2 Bedrooms Apartment For Sale Yiti, Muscat","OMR122,994",2,2,88 Sq. M.,"Yiti, Muscat",Apartment,https://www.bayut.om/en/property/details-129772386.html,45
"2 Bedrooms Apartment For Sale in The Wave (Almouj), Muscat","OMR170,000",2,2,60 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-129675817.html,45
"4 Bedroom Villa For Sale in The Wave (Almouj), Muscat","OMR450,000",4,5,630 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-129780020.html,45
"5 Bedroom Villa For Sale in Al Seeb, Muscat","OMR227,100",5,5,412 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-129833693.html,45
"4 Bedrooms Chalet For Sale in Barka, Al Batinah","OMR110,000",4,6,"1,890 Sq. M.","Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-129937498.html,45
"3 Bedroom Villa For Sale in Al Sifah, Muscat","OMR210,000",3,4,"1,080 Sq. M.","Al Sifah, Muscat",Villa,https://www.bayut.om/en/property/details-129591595.html,45
2 Bedrooms Apartment For Sale Al Sifah Muscat,"OMR85,000",2,2,105 Sq. M.,"Al Sifah, Muscat",Apartment,https://www.bayut.om/en/property/details-129588655.html,45
"Residential Land For Sale in Qurayyat, Muscat","OMR250,000",N/A,N/A,"2,500 Sq. M.","Qurayyat, Muscat",Other,https://www.bayut.om/en/property/details-129784096.html,45
"1 Bedroom Apartment For Sale Salalah, Dhofar","OMR47,000",1,1,38 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-129588671.html,45
"Land For Sale in Al Qabil, Al Sharqiya","OMR4,600",N/A,N/A,670 Sq. M.,"Al Qabil, Al Sharqiya",Other,https://www.bayut.om/en/property/details-129923288.html,45
"Residential Land For Sale in Bosher, Muscat","OMR54,000",N/A,N/A,382 Sq. M.,"Bosher, Muscat",Other,https://www.bayut.om/en/property/details-129580839.html,45
8 Bedrooms Villa For Sale Al Maabilah Muscat,"OMR89,000",8,7,388 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-129562353.html,45
"Residential Land For Sale - Sohar, Al Batinah","OMR2,500",N/A,N/A,600 Sq. M.,"Sohar, Al Batinah",Other,https://www.bayut.om/en/property/details-129957532.html,45
"4 Bedrooms Villa For Sale Yiti, Muscat","OMR277,000",4,6,285 Sq. M.,"Yiti, Muscat",Villa,https://www.bayut.om/en/property/details-129656858.html,45
"4 Bedrooms Villa For Sale Al Ghubrah, Muscat","OMR140,000",4,5,341 Sq. M.,"Al Ghubrah, Muscat",Villa,https://www.bayut.om/en/property/details-129618073.html,45
"2 Bedrooms Apartment For Sale The Wave (Almouj), Muscat","OMR115,000",2,2,144 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-129651917.html,45
"Residential Land For Sale in Bidiya, Al Sharqiya","OMR500,000",N/A,N/A,"1,572 Sq. M.","Bidiya, Al Sharqiya",Other,https://www.bayut.om/en/property/details-129790236.html,45
"3 Bedroom Apartment For Sale in Al Maabilah, Muscat","OMR29,000",3,3,141 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-129606023.html,45
"Residential Land For Sale in Nizwa, Al Dakhiliya","OMR8,900",N/A,N/A,630 Sq. M.,"Nizwa, Al Dakhiliya",Other,https://www.bayut.om/en/property/details-129953121.html,45
"8 Bedrooms Villa For Sale in Al Amarat, Muscat","OMR66,000",8,6,344 Sq. M.,"Al Amarat, Muscat",Villa,https://www.bayut.om/en/property/details-129613903.html,45
"Residential Land For Sale in Al Amarat, Muscat","OMR61,000",N/A,N/A,200 Sq. M.,"Al Amarat, Muscat",Other,https://www.bayut.om/en/property/details-129943773.html,45
"Land For Sale Al Amarat, Muscat","OMR6,000",N/A,N/A,600 Sq. M.,"Al Amarat, Muscat",Other,https://www.bayut.om/en/property/details-129986474.html,46
"2 Bedroom Apartment For Sale Barr Al Jissah, Muscat","OMR180,000",2,3,200 Sq. M.,"Barr Al Jissah, Muscat",Apartment,https://www.bayut.om/en/property/details-129591463.html,46
"2 Bedrooms Apartment For Sale Barr Al Jissah, Muscat","OMR185,000",2,2,200 Sq. M.,"Barr Al Jissah, Muscat",Apartment,https://www.bayut.om/en/property/details-129605203.html,46
"1 Bedroom Apartment For Sale Yiti, Muscat","OMR85,000",1,2,"86,500 Sq. M.","Yiti, Muscat",Apartment,https://www.bayut.om/en/property/details-129792560.html,46
"1 Bedroom Apartment For Sale in Muscat Hills, Muscat","OMR65,000",1,2,79 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-129603108.html,46
????? ??? ??? ?????? ????? ?????? ????? ??? ???? ?????? ????? ?????,"OMR7,500",N/A,N/A,600 Sq. M.,N/A,Other,https://www.bayut.om/en/property/details-129948180.html,46
"1 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","OMR125,000",1,1,120 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-129694512.html,46
"Land For Sale in Salalah, Dhofar","OMR21,800",N/A,N/A,600 Sq. M.,"Salalah, Dhofar",Other,https://www.bayut.om/en/property/details-129931716.html,46
"6 Bedrooms Villa For Sale in Bosher, Muscat","OMR258,000",6,6,527 Sq. M.,"Bosher, Muscat",Villa,https://www.bayut.om/en/property/details-129585586.html,46
"1 Bedroom Apartment For Sale in Muscat Hills, Muscat","OMR68,000",1,1,91 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-129594847.html,46
"2 Bedrooms Villa For Sale Al Amarat, Muscat","OMR41,000",2,3,600 Sq. M.,"Al Amarat, Muscat",Villa,https://www.bayut.om/en/property/details-129587134.html,46
"Residential Land For Sale in Al Amarat, Muscat","OMR6,200",N/A,N/A,600 Sq. M.,"Al Amarat, Muscat",Other,https://www.bayut.om/en/property/details-129815723.html,46
"1 Bedroom Villa For Sale in Al Sifah, Muscat","OMR85,000",1,2,77 Sq. M.,"Al Sifah, Muscat",Villa,https://www.bayut.om/en/property/details-129552556.html,46
"3 Bedroom Villa For Sale in Al Seeb, Muscat","OMR111,700",3,3,194 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-129795628.html,46
"Residential Land For Sale in Nakhl, Al Batinah","OMR5,700",N/A,N/A,610 Sq. M.,"Nakhl, Al Batinah",Other,https://www.bayut.om/en/property/details-129907677.html,46
Studio Apartment For Sale in Muscat - Other,"OMR10,500",N/A,1,48 Sq. M.,"Muscat - Other, Muscat",Apartment,https://www.bayut.om/en/property/details-129952769.html,46
"1 Bedroom Apartment For Sale in Al Khoud, Muscat","OMR47,000",1,2,65 Sq. M.,"Al Khoud, Muscat",Apartment,https://www.bayut.om/en/property/details-129792521.html,46
"5 Bedrooms Villa For Sale in The Wave (Almouj), Muscat","OMR525,000",5,7,534 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-129640287.html,46
2 Bedroom Apartment For Sale Muscat (The Wave (Almouj)),"OMR215,000",2,2,131 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-129589096.html,46
"2 Bedrooms Apartment For Sale in Muscat Hills, Muscat","OMR95,000",2,2,109 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-129626692.html,46
"2 Bedrooms Apartment For Sale Al Sifah, Muscat","OMR96,491",2,2,85 Sq. M.,"Al Sifah, Muscat",Apartment,https://www.bayut.om/en/property/details-129580649.html,46
"5 Bedrooms Villa For Sale in Salalah, Dhofar","OMR65,000",5,5,330 Sq. M.,"Salalah, Dhofar",Villa,https://www.bayut.om/en/property/details-129587249.html,46
"3 Bedrooms Villa For Sale Yiti, Muscat","OMR234,031",3,3,160 Sq. M.,"Yiti, Muscat",Villa,https://www.bayut.om/en/property/details-129772450.html,46
2 Bedrooms Villa For Sale Salalah,"OMR155,338",2,3,110 Sq. M.,"Salalah, Dhofar",Villa,https://www.bayut.om/en/property/details-129580801.html,46
"Residential Land For Sale in Liwa, Al Batinah","OMR13,000",N/A,N/A,521 Sq. M.,"Liwa, Al Batinah",Other,https://www.bayut.om/en/property/details-129767778.html,47
"1 Bedroom Apartment For Sale Al Sifah, Muscat","OMR55,000",1,1,77 Sq. M.,"Al Sifah, Muscat",Apartment,https://www.bayut.om/en/property/details-129602714.html,47
"7 Bedroom Villa For Sale in Al Khoud, Muscat","OMR220,000",7,8,625 Sq. M.,"Al Khoud, Muscat",Villa,https://www.bayut.om/en/property/details-129567363.html,47
"6 Bedroom Villa For Sale in The Wave (Almouj), Muscat","OMR470,000",6,7,588 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-129614908.html,47
"3 Bedrooms Villa For Sale Izki, Al Dakhiliya","OMR45,500",3,3,175 Sq. M.,"Izki, Al Dakhiliya",Villa,https://www.bayut.om/en/property/details-129544990.html,47
3 Bedroom Apartment For Sale Qurum Muscat,"OMR103,574",3,4,133 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-129899936.html,47
